data_point;region;gender;age_group;count_zab;count_hosp;count_severe;count_death
2021.11.B_26-08-2022;Ленинградская область;M;80+;240;168;51;63
2021.11.B_26-08-2022;Липецкая область;M;окт.19;176;7;0;0
2021.11.B_26-08-2022;Липецкая область;F;40-49;450;71;5;1
2021.11.B_26-08-2022;Магаданская область;M;50-59;113;27;1;0
2021.11.B_26-08-2022;Магаданская область;F;20-29;88;8;1;0
2021.11.B_26-08-2022;Магаданская область;F;30-39;194;8;0;0
2021.11.B_26-08-2022;Магаданская область;F;70-79;87;44;7;4
2021.11.B_26-08-2022;Московская область;M;окт.19;2336;64;14;0
2021.11.B_26-08-2022;Мурманская область;M;0-9;221;16;0;0
2021.11.B_26-08-2022;Мурманская область;M;60-69;426;176;46;30
2021.11.B_26-08-2022;Мурманская область;F;50-59;684;160;30;12
2021.11.B_26-08-2022;Ненецкий автономный округ;M;30-39;53;0;0;0
2021.11.B_26-08-2022;Ненецкий автономный округ;F;0-9;20;0;0;0
2021.11.B_26-08-2022;Ненецкий автономный округ;F;40-49;61;6;2;0
2021.11.B_26-08-2022;Ненецкий автономный округ;F;80+;11;9;5;4
2021.11.B_26-08-2022;Нижегородская область;M;окт.19;1522;27;3;0
2021.11.B_26-08-2022;Нижегородская область;M;20-29;1891;100;7;0
2021.11.B_26-08-2022;Нижегородская область;M;30-39;4026;349;39;12
2021.11.B_26-08-2022;Нижегородская область;F;40-49;4434;535;56;17
2021.11.B_26-08-2022;Новгородская область;M;60-69;573;240;40;42
2021.11.B_26-08-2022;Новгородская область;F;20-29;359;31;0;0
2021.11.B_26-08-2022;Новгородская область;F;70-79;497;259;49;51
2021.11.B_26-08-2022;Новосибирская область;M;окт.19;1963;41;0;0
2021.11.B_26-08-2022;Омская область;M;40-49;1375;235;50;20
2021.11.B_26-08-2022;Омская область;M;50-59;1164;292;66;28
2021.11.B_26-08-2022;Омская область;F;окт.19;494;21;1;0
2021.11.B_26-08-2022;Оренбургская область;F;0-9;199;19;1;0
2021.11.B_26-08-2022;Оренбургская область;F;60-69;1277;758;155;74
2021.11.B_26-08-2022;Оренбургская область;F;80+;530;418;169;149
2021.11.B_26-08-2022;Орловская область;F;0-9;253;21;6;0
2021.11.B_26-08-2022;Орловская область;F;20-29;622;32;2;1
2021.11.B_26-08-2022;Орловская область;F;60-69;1471;579;236;85
2021.11.B_26-08-2022;Пензенская область;F;60-69;2180;931;150;93
2021.11.B_26-08-2022;Пермский край;M;окт.19;1140;31;0;0
2021.11.B_26-08-2022;Пермский край;M;80+;363;271;115;106
2021.11.B_26-08-2022;Приморский край;M;окт.19;554;42;1;0
2021.11.B_26-08-2022;Псковская область;M;20-29;291;11;2;1
2021.11.B_26-08-2022;Псковская область;M;30-39;704;45;3;1
2021.11.B_26-08-2022;Псковская область;M;70-79;255;120;32;42
2021.11.B_26-08-2022;Псковская область;F;40-49;843;65;10;7
2021.11.B_26-08-2022;Кемеровская область;F;0-9;714;82;5;0
2021.11.B_26-08-2022;Кемеровская область;F;окт.19;1056;59;2;1
2021.11.B_26-08-2022;Кемеровская область;F;50-59;2091;498;67;33
2021.11.B_26-08-2022;Кемеровская область;F;70-79;1772;1013;253;208
2021.11.B_26-08-2022;Кировская область;M;40-49;1593;436;19;10
2021.11.B_26-08-2022;Кировская область;M;50-59;1272;516;38;26
2021.11.B_26-08-2022;Кировская область;M;70-79;549;419;53;47
2021.11.B_26-08-2022;Кировская область;F;80+;754;619;132;131
2021.11.B_26-08-2022;Костромская область;M;80+;99;70;20;26
2021.11.B_26-08-2022;Костромская область;F;40-49;317;44;3;2
2021.11.B_26-08-2022;Краснодарский край;M;40-49;2933;514;98;42
2021.11.B_26-08-2022;Красноярский край;F;0-9;1410;83;2;0
2021.11.B_26-08-2022;Красноярский край;F;20-29;2403;171;13;1
2021.11.B_26-08-2022;Красноярский край;F;60-69;4826;1745;410;200
2021.11.B_26-08-2022;Курганская область;F;50-59;937;290;52;12
2021.11.B_26-08-2022;Курганская область;F;70-79;688;428;128;55
2021.11.B_26-08-2022;Липецкая область;M;30-39;384;47;4;3
2021.11.B_26-08-2022;Липецкая область;F;0-9;169;5;1;0
2021.11.B_26-08-2022;Липецкая область;F;окт.19;178;5;0;0
2021.11.B_26-08-2022;Липецкая область;F;60-69;644;332;86;66
2021.11.B_26-08-2022;Магаданская область;M;40-49;124;23;2;2
2021.11.B_26-08-2022;Магаданская область;M;70-79;52;34;10;8
2021.11.B_26-08-2022;Московская область;M;70-79;2226;1011;262;213
2021.11.B_26-08-2022;Мурманская область;F;окт.19;273;21;1;0
2021.11.B_26-08-2022;Ненецкий автономный округ;M;40-49;57;8;0;0
2021.11.B_26-08-2022;Нижегородская область;F;30-39;4915;369;35;5
2021.11.B_26-08-2022;Нижегородская область;F;50-59;4126;962;103;36
2021.11.B_26-08-2022;Новгородская область;F;окт.19;260;12;0;0
2021.11.B_26-08-2022;Новгородская область;F;30-39;833;102;4;2
2021.11.B_26-08-2022;Новгородская область;F;50-59;764;198;18;13
2021.11.B_26-08-2022;Новосибирская область;M;40-49;2968;348;50;17
2021.11.B_26-08-2022;Новосибирская область;M;70-79;1177;590;186;131
2021.11.B_26-08-2022;Новосибирская область;F;80+;1408;901;364;315
2021.11.B_26-08-2022;Орловская область;M;20-29;467;25;4;1
2021.11.B_26-08-2022;Орловская область;F;30-39;1130;68;11;1
2021.11.B_26-08-2022;Орловская область;F;50-59;1101;247;83;23
2021.11.B_26-08-2022;Орловская область;F;70-79;834;408;178;98
2021.11.B_26-08-2022;Пензенская область;F;0-9;634;44;2;0
2021.11.B_26-08-2022;Пензенская область;F;20-29;890;26;3;0
2021.11.B_26-08-2022;Пермский край;M;0-9;1079;43;2;0
2021.11.B_26-08-2022;Пермский край;M;20-29;1086;66;2;1
2021.11.B_26-08-2022;Пермский край;M;60-69;1679;683;118;84
2021.11.B_26-08-2022;Приморский край;M;20-29;702;54;2;1
2021.11.B_26-08-2022;Приморский край;M;80+;260;187;89;64
2021.11.B_26-08-2022;Приморский край;F;40-49;2150;279;46;13
2021.11.B_26-08-2022;Республика Адыгея;F;20-29;329;19;2;1
2021.11.B_26-08-2022;Республика Алтай;M;30-39;260;37;2;2
2021.11.B_26-08-2022;Республика Алтай;M;50-59;180;68;11;5
2021.11.B_26-08-2022;Республика Алтай;M;70-79;78;50;13;5
2021.11.B_26-08-2022;Республика Алтай;F;20-29;165;22;2;1
2021.11.B_26-08-2022;Республика Алтай;F;60-69;306;154;16;11
2021.11.B_26-08-2022;Республика Алтай;F;80+;81;65;16;11
2021.11.B_26-08-2022;Республика Дагестан;F;окт.19;320;15;2;0
2021.11.B_26-08-2022;Республика Дагестан;F;30-39;990;210;13;1
2021.11.B_26-08-2022;Московская область;M;0-9;2212;111;8;0
2021.11.B_26-08-2022;Московская область;M;60-69;4827;1437;375;219
2021.11.B_26-08-2022;Московская область;F;окт.19;2400;81;7;0
2021.11.B_26-08-2022;Московская область;F;50-59;7344;1242;311;75
2021.11.B_26-08-2022;Московская область;F;80+;2674;1430;458;444
2021.11.B_26-08-2022;Мурманская область;F;70-79;489;297;69;44
2021.11.B_26-08-2022;Ненецкий автономный округ;M;0-9;33;0;0;0
2021.11.B_26-08-2022;Ненецкий автономный округ;M;50-59;25;6;3;1
2021.11.B_26-08-2022;Ненецкий автономный округ;M;60-69;16;4;3;1
2021.11.B_26-08-2022;Ненецкий автономный округ;F;30-39;92;9;1;0
2021.11.B_26-08-2022;Нижегородская область;M;0-9;1407;61;0;0
2021.11.B_26-08-2022;Нижегородская область;M;40-49;3504;563;73;25
2021.11.B_26-08-2022;Нижегородская область;M;60-69;3081;1143;193;134
2021.11.B_26-08-2022;Нижегородская область;M;80+;624;400;151;156
2021.11.B_26-08-2022;Новгородская область;M;20-29;288;32;0;0
2021.11.B_26-08-2022;Новгородская область;M;70-79;229;146;34;37
2021.11.B_26-08-2022;Новгородская область;F;40-49;766;112;7;3
2021.11.B_26-08-2022;Новосибирская область;M;30-39;3338;278;38;8
2021.11.B_26-08-2022;Новосибирская область;F;0-9;1434;71;7;2
2021.11.B_26-08-2022;Новосибирская область;F;60-69;3998;1457;298;180
2021.11.B_26-08-2022;Омская область;M;20-29;650;20;6;1
2021.11.B_26-08-2022;Омская область;F;0-9;356;26;1;0
2021.11.B_26-08-2022;Орловская область;M;0-9;288;17;4;0
2021.11.B_26-08-2022;Орловская область;M;40-49;874;133;34;9
2021.11.B_26-08-2022;Орловская область;M;60-69;862;326;131;59
2021.11.B_26-08-2022;Орловская область;M;80+;150;92;53;46
2021.11.B_26-08-2022;Орловская область;F;окт.19;326;10;0;0
2021.11.B_26-08-2022;Пензенская область;M;80+;256;169;78;71
2021.11.B_26-08-2022;Приморский край;F;50-59;1947;427;85;20
2021.11.B_26-08-2022;Республика Адыгея;M;60-69;437;199;45;33
2021.11.B_26-08-2022;Республика Адыгея;M;80+;113;77;38;36
2021.11.B_26-08-2022;Республика Алтай;M;40-49;253;53;4;0
2021.11.B_26-08-2022;Республика Башкортостан;M;0-9;476;35;1;1
2021.11.B_26-08-2022;Республика Башкортостан;M;60-69;1048;418;175;76
2021.11.B_26-08-2022;Республика Башкортостан;F;окт.19;504;16;1;1
2021.11.B_26-08-2022;Республика Башкортостан;F;50-59;1306;320;106;23
2021.11.B_26-08-2022;Республика Бурятия;M;20-29;364;28;2;0
2021.11.B_26-08-2022;Республика Дагестан;F;70-79;378;213;50;34
2021.11.B_26-08-2022;Республика Ингушетия;M;0-9;102;14;2;0
2021.11.B_26-08-2022;Республика Ингушетия;F;окт.19;73;4;1;0
2021.11.B_26-08-2022;Республика Ингушетия;F;50-59;200;69;6;3
2021.11.B_26-08-2022;Республика Калмыкия;M;окт.19;172;7;0;0
2021.11.B_26-08-2022;Республика Калмыкия;M;50-59;160;58;12;4
2021.11.B_26-08-2022;Республика Калмыкия;F;20-29;101;12;3;0
2021.11.B_26-08-2022;Республика Калмыкия;F;70-79;90;51;21;12
2021.11.B_26-08-2022;Республика Карелия;F;20-29;511;37;0;0
2021.11.B_26-08-2022;Республика Коми;M;0-9;464;54;1;0
2021.11.B_26-08-2022;Республика Коми;M;60-69;766;406;87;54
2021.11.B_26-08-2022;Республика Коми;F;окт.19;489;49;3;0
2021.11.B_26-08-2022;Республика Коми;F;50-59;931;286;31;12
2021.11.B_26-08-2022;Республика Коми;F;80+;402;314;115;99
2021.11.B_26-08-2022;Республика Крым;M;30-39;1414;153;26;3
2021.11.B_26-08-2022;Республика Крым;F;0-9;235;39;1;0
2021.11.B_26-08-2022;Кемеровская область;F;20-29;1114;103;9;2
2021.11.B_26-08-2022;Кемеровская область;F;30-39;2293;242;28;7
2021.11.B_26-08-2022;Кировская область;M;окт.19;786;49;0;0
2021.11.B_26-08-2022;Костромская область;M;окт.19;79;5;0;0
2021.11.B_26-08-2022;Краснодарский край;F;0-9;738;57;3;0
2021.11.B_26-08-2022;Краснодарский край;F;60-69;4075;1629;438;268
2021.11.B_26-08-2022;Красноярский край;F;окт.19;1880;52;5;0
2021.11.B_26-08-2022;Курганская область;M;50-59;719;206;49;13
2021.11.B_26-08-2022;Курганская область;F;окт.19;367;13;2;0
2021.11.B_26-08-2022;Курганская область;F;30-39;948;96;9;0
2021.11.B_26-08-2022;Курская область;M;0-9;227;11;0;0
2021.11.B_26-08-2022;Курская область;M;60-69;714;351;102;70
2021.11.B_26-08-2022;Курская область;F;50-59;836;320;73;30
2021.11.B_26-08-2022;Ленинградская область;F;окт.19;803;10;0;0
2021.11.B_26-08-2022;Липецкая область;F;20-29;183;9;1;1
2021.11.B_26-08-2022;Липецкая область;F;30-39;415;43;4;1
2021.11.B_26-08-2022;Липецкая область;F;70-79;388;243;66;62
2021.11.B_26-08-2022;Магаданская область;M;окт.19;75;9;0;0
2021.11.B_26-08-2022;Московская область;F;30-39;10249;499;83;9
2021.11.B_26-08-2022;Мурманская область;M;40-49;610;107;12;4
2021.11.B_26-08-2022;Ненецкий автономный округ;M;20-29;29;1;0;0
2021.11.B_26-08-2022;Ненецкий автономный округ;M;70-79;6;5;3;1
2021.11.B_26-08-2022;Нижегородская область;F;0-9;1308;59;1;0
2021.11.B_26-08-2022;Нижегородская область;F;60-69;5302;2132;310;180
2021.11.B_26-08-2022;Нижегородская область;F;70-79;2923;1556;293;235
2021.11.B_26-08-2022;Новгородская область;M;40-49;664;141;8;11
2021.11.B_26-08-2022;Новгородская область;M;80+;112;75;35;37
2021.11.B_26-08-2022;Новосибирская область;M;50-59;2111;454;85;40
2021.11.B_26-08-2022;Новосибирская область;F;20-29;2111;109;5;0
2021.11.B_26-08-2022;Новосибирская область;F;30-39;4437;293;21;5
2021.11.B_26-08-2022;Новосибирская область;F;70-79;2129;1096;279;179
2021.11.B_26-08-2022;Омская область;M;0-9;405;38;2;0
