data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.06_18-07-2022,Брянская область,18-59,189,20,2,2
2022.06_18-07-2022,Брянская область,60+,212,56,12,7
2022.06_18-07-2022,Владимирская область,18+,545,152,19,20
2022.06_18-07-2022,Владимирская область,18-59,243,32,3,3
2022.06_18-07-2022,Владимирская область,60+,302,120,16,17
2022.06_18-07-2022,Волгоградская область,18+,4073,729,230,61
2022.06_18-07-2022,Волгоградская область,18-59,2533,227,47,10
2022.06_18-07-2022,Волгоградская область,60+,1540,502,183,51
2022.06_18-07-2022,Вологодская область,18+,1496,237,49,28
2022.06_18-07-2022,Вологодская область,18-59,996,86,15,7
2022.06_18-07-2022,Вологодская область,60+,500,151,34,21
2022.06_18-07-2022,Воронежская область,18+,3044,437,80,41
2022.06_18-07-2022,Воронежская область,18-59,1862,136,17,5
2022.06_18-07-2022,Воронежская область,60+,1182,301,63,36
2022.06_18-07-2022,Еврейская автономная область,18+,183,82,0,13
2022.06_18-07-2022,Еврейская автономная область,18-59,103,30,0,2
2022.06_18-07-2022,Еврейская автономная область,60+,80,52,0,11
2022.06_18-07-2022,Забайкальский край,18+,573,267,27,11
2022.06_18-07-2022,Забайкальский край,18-59,382,157,8,2
2022.06_18-07-2022,Забайкальский край,60+,191,110,19,9
2022.06_18-07-2022,Ивановская область,18+,1587,216,13,17
2022.06_18-07-2022,Ивановская область,18-59,928,48,3,3
2022.06_18-07-2022,Ивановская область,60+,659,168,10,14
2022.06_18-07-2022,Иркутская область,18+,1795,639,130,33
2022.06_18-07-2022,Иркутская область,18-59,1113,238,35,8
2022.06_18-07-2022,Иркутская область,60+,682,401,95,25
2022.06_18-07-2022,Кабардино-Балкарская Республика,18+,679,58,27,3
2022.06_18-07-2022,Кабардино-Балкарская Республика,18-59,426,38,15,1
2022.06_18-07-2022,Кабардино-Балкарская Республика,60+,253,20,12,2
2022.06_18-07-2022,Калининградская область,18+,511,119,15,7
2022.06_18-07-2022,Калининградская область,18-59,337,37,1,1
2022.06_18-07-2022,Калининградская область,60+,174,82,14,6
2022.06_18-07-2022,Калужская область,18+,812,239,39,28
2022.06_18-07-2022,Калужская область,18-59,452,94,9,7
2022.06_18-07-2022,Калужская область,60+,360,145,30,21
2022.06_18-07-2022,Камчатский край,18+,271,84,9,4
2022.06_18-07-2022,Камчатский край,18-59,153,24,2,1
2022.06_18-07-2022,Камчатский край,60+,118,60,7,3
2022.06_18-07-2022,Карачаево-Черкесская Республика,18+,132,9,1,0
2022.06_18-07-2022,Карачаево-Черкесская Республика,18-59,86,2,0,0
2022.06_18-07-2022,Карачаево-Черкесская Республика,60+,46,7,1,0
2022.06_18-07-2022,Кемеровская область,18+,1675,690,98,80
2022.06_18-07-2022,Кемеровская область,18-59,999,277,39,21
2022.06_18-07-2022,Кемеровская область,60+,676,413,59,59
2022.06_18-07-2022,Кировская область,18+,1285,375,70,45
2022.06_18-07-2022,Кировская область,18-59,750,109,15,9
2022.06_18-07-2022,Кировская область,60+,535,266,55,36
2022.06_18-07-2022,Костромская область,18+,286,99,20,18
2022.06_18-07-2022,Костромская область,18-59,126,23,5,5
2022.06_18-07-2022,Костромская область,60+,160,76,15,13
2022.06_18-07-2022,Краснодарский край,18+,1517,374,63,35
2022.06_18-07-2022,Краснодарский край,18-59,871,158,22,9
2022.06_18-07-2022,Краснодарский край,60+,646,216,41,26
2022.06_18-07-2022,Красноярский край,18+,1761,730,141,68
2022.06_18-07-2022,Красноярский край,18-59,1044,266,45,16
2022.06_18-07-2022,Красноярский край,60+,717,464,96,52
2022.06_18-07-2022,Курганская область,18+,1247,153,19,8
2022.06_18-07-2022,Курганская область,18-59,848,31,2,1
2022.06_18-07-2022,Курганская область,60+,399,122,17,7
2022.06_18-07-2022,Курская область,18+,1092,351,74,26
2022.06_18-07-2022,Курская область,18-59,595,130,13,3
2022.06_18-07-2022,Курская область,60+,497,221,61,23
2022.06_18-07-2022,Ленинградская область,18+,1371,294,54,42
2022.06_18-07-2022,Ленинградская область,18-59,764,98,13,9
2022.06_18-07-2022,Ленинградская область,60+,607,196,41,33
2022.06_18-07-2022,Липецкая область,18+,1147,229,28,19
2022.06_18-07-2022,Липецкая область,18-59,684,88,4,4
2022.06_18-07-2022,Липецкая область,60+,463,141,24,15
2022.06_18-07-2022,Магаданская область,18+,21,4,0,0
2022.06_18-07-2022,Магаданская область,18-59,12,0,0,0
2022.06_18-07-2022,Магаданская область,60+,9,4,0,0
2022.06_18-07-2022,Московская область,18+,7912,1139,159,156
2022.06_18-07-2022,Московская область,18-59,5334,423,46,26
2022.06_18-07-2022,Московская область,60+,2578,716,113,130
2022.06_18-07-2022,Мурманская область,18+,329,100,24,9
2022.06_18-07-2022,Мурманская область,18-59,213,48,13,4
2022.06_18-07-2022,Мурманская область,60+,116,52,11,5
2022.06_18-07-2022,Ненецкий автономный округ,18+,46,13,1,0
2022.06_18-07-2022,Ненецкий автономный округ,18-59,27,8,0,0
2022.06_18-07-2022,Ненецкий автономный округ,60+,19,5,1,0
2022.06_18-07-2022,Нижегородская область,18+,2349,848,102,66
2022.06_18-07-2022,Нижегородская область,18-59,1160,265,20,14
2022.06_18-07-2022,Нижегородская область,60+,1189,583,82,52
2022.06_18-07-2022,Новгородская область,18+,815,148,22,14
2022.06_18-07-2022,Новгородская область,18-59,487,50,5,2
2022.06_18-07-2022,Новгородская область,60+,328,98,17,12
2022.06_18-07-2022,Новосибирская область,18+,1503,553,110,52
2022.06_18-07-2022,Новосибирская область,18-59,877,192,31,14
2022.06_18-07-2022,Новосибирская область,60+,626,361,79,38
2022.06_18-07-2022,Омская область,18+,1808,1024,242,114
2022.06_18-07-2022,Омская область,18-59,817,369,67,25
2022.06_18-07-2022,Омская область,60+,991,655,175,89
2022.06_18-07-2022,Оренбургская область,18+,739,254,67,19
2022.06_18-07-2022,Оренбургская область,18-59,412,94,24,11
2022.06_18-07-2022,Оренбургская область,60+,327,160,43,8
2022.06_18-07-2022,Орловская область,18+,1017,319,105,43
2022.06_18-07-2022,Орловская область,18-59,528,78,19,6
2022.06_18-07-2022,Орловская область,60+,489,241,86,37
2022.06_18-07-2022,Пензенская область,18+,1188,451,96,46
2022.06_18-07-2022,Пензенская область,18-59,527,95,20,3
2022.06_18-07-2022,Пензенская область,60+,661,356,76,43
2022.06_18-07-2022,Пермский край,18+,877,251,36,16
2022.06_18-07-2022,Пермский край,18-59,469,67,8,1
2022.06_18-07-2022,Пермский край,60+,408,184,28,15
2022.06_18-07-2022,Приморский край,18+,726,259,80,21
2022.06_18-07-2022,Приморский край,18-59,435,89,28,6
2022.06_18-07-2022,Приморский край,60+,291,170,52,15
2022.06_18-07-2022,Псковская область,18+,439,186,36,27
2022.06_18-07-2022,Псковская область,18-59,189,44,5,5
2022.06_18-07-2022,Псковская область,60+,250,142,31,22
2022.06_18-07-2022,РФ,18+,102622,25900,5661,2848
2022.06_18-07-2022,РФ,18-59,61137,9137,1418,550
2022.06_18-07-2022,РФ,60+,41485,16763,4243,2298
2022.06_18-07-2022,Республика Адыгея,18+,92,33,4,0
2022.06_18-07-2022,Республика Адыгея,18-59,53,12,2,0
2022.06_18-07-2022,Республика Адыгея,60+,39,21,2,0
2022.06_18-07-2022,Республика Алтай,18+,176,67,12,4
2022.06_18-07-2022,Республика Алтай,18-59,96,21,6,2
2022.06_18-07-2022,Республика Алтай,60+,80,46,6,2
2022.06_18-07-2022,Республика Башкортостан,18+,1365,458,147,46
2022.06_18-07-2022,Республика Башкортостан,18-59,852,209,54,10
2022.06_18-07-2022,Республика Башкортостан,60+,513,249,93,36
2022.06_18-07-2022,Республика Бурятия,18+,461,113,34,2
2022.06_18-07-2022,Республика Бурятия,18-59,282,37,8,0
2022.06_18-07-2022,Республика Бурятия,60+,179,76,26,2
2022.06_18-07-2022,Республика Дагестан,18+,116,17,0,0
2022.06_18-07-2022,Республика Дагестан,18-59,85,8,0,0
2022.06_18-07-2022,Республика Дагестан,60+,31,9,0,0
2022.06_18-07-2022,Республика Ингушетия,18+,120,11,2,0
2022.06_18-07-2022,Республика Ингушетия,18-59,93,6,0,0
2022.06_18-07-2022,Республика Ингушетия,60+,27,5,2,0
2022.06_18-07-2022,Республика Калмыкия,18+,215,17,1,1
2022.06_18-07-2022,Республика Калмыкия,18-59,135,6,0,0
2022.06_18-07-2022,Республика Калмыкия,60+,80,11,1,1
2022.06_18-07-2022,Республика Карелия,18+,1346,439,67,40
2022.06_18-07-2022,Республика Карелия,18-59,816,150,8,7
2022.06_18-07-2022,Республика Карелия,60+,530,289,59,33
2022.06_18-07-2022,Республика Коми,18+,627,291,62,20
2022.06_18-07-2022,Республика Коми,18-59,410,146,26,6
2022.06_18-07-2022,Республика Коми,60+,217,145,36,14
2022.06_18-07-2022,Республика Крым,18+,665,234,38,14
2022.06_18-07-2022,Республика Крым,18-59,413,104,16,5
2022.06_18-07-2022,Республика Крым,60+,252,130,22,9
2022.06_18-07-2022,Республика Марий Эл,18+,90,22,4,0
2022.06_18-07-2022,Республика Марий Эл,18-59,57,11,3,0
2022.06_18-07-2022,Республика Марий Эл,60+,33,11,1,0
2022.06_18-07-2022,Республика Мордовия,18+,334,90,20,9
2022.06_18-07-2022,Республика Мордовия,18-59,125,17,2,0
2022.06_18-07-2022,Республика Мордовия,60+,209,73,18,9
2022.06_18-07-2022,Республика Саха (Якутия),18+,1163,374,44,14
2022.06_18-07-2022,Республика Саха (Якутия),18-59,751,178,18,6
2022.06_18-07-2022,Республика Саха (Якутия),60+,412,196,26,8
2022.06_18-07-2022,Республика Северная Осетия - Алания,18+,327,22,1,1
2022.06_18-07-2022,Республика Северная Осетия - Алания,18-59,233,13,1,1
2022.06_18-07-2022,Республика Северная Осетия - Алания,60+,94,9,0,0
2022.06_18-07-2022,Республика Татарстан,18+,3852,577,73,29
2022.06_18-07-2022,Республика Татарстан,18-59,2774,244,17,4
2022.06_18-07-2022,Республика Татарстан,60+,1078,333,56,25
2022.06_18-07-2022,Республика Тыва,18+,9,3,1,0
2022.06_18-07-2022,Республика Тыва,18-59,5,2,1,0
2022.06_18-07-2022,Республика Тыва,60+,4,1,0,0
2022.06_18-07-2022,Республика Хакасия,18+,206,54,15,6
2022.06_18-07-2022,Республика Хакасия,18-59,138,19,1,0
2022.06_18-07-2022,Республика Хакасия,60+,68,35,14,6
2022.06_18-07-2022,Ростовская область,18+,2212,543,146,37
2022.06_18-07-2022,Ростовская область,18-59,1211,174,29,10
2022.06_18-07-2022,Ростовская область,60+,1001,369,117,27
2022.06_18-07-2022,Рязанская область,18+,1453,180,30,15
2022.06_18-07-2022,Рязанская область,18-59,840,48,7,3
2022.06_18-07-2022,Рязанская область,60+,613,132,23,12
2022.06_18-07-2022,Самарская область,18+,1530,454,82,51
2022.06_18-07-2022,Самарская область,18-59,785,144,25,12
2022.06_18-07-2022,Самарская область,60+,745,310,57,39
2022.06_18-07-2022,Саратовская область,18+,2042,600,169,72
2022.06_18-07-2022,Саратовская область,18-59,1103,218,42,14
2022.06_18-07-2022,Саратовская область,60+,939,382,127,58
2022.06_18-07-2022,Сахалинская область,18+,188,105,24,3
2022.06_18-07-2022,Сахалинская область,18-59,81,30,4,1
2022.06_18-07-2022,Сахалинская область,60+,107,75,20,2
2022.06_18-07-2022,Свердловская область,18+,2983,691,73,51
2022.06_18-07-2022,Свердловская область,18-59,1917,286,22,10
2022.06_18-07-2022,Свердловская область,60+,1066,405,51,41
2022.06_18-07-2022,Смоленская область,18+,571,138,40,34
2022.06_18-07-2022,Смоленская область,18-59,315,32,5,7
2022.06_18-07-2022,Смоленская область,60+,256,106,35,27
2022.06_18-07-2022,Ставропольский край,18+,1256,483,68,29
2022.06_18-07-2022,Ставропольский край,18-59,624,172,17,6
2022.06_18-07-2022,Ставропольский край,60+,632,311,51,23
2022.06_18-07-2022,Тамбовская область,18+,717,173,27,28
2022.06_18-07-2022,Тамбовская область,18-59,355,61,9,8
2022.06_18-07-2022,Тамбовская область,60+,362,112,18,20
2022.06_18-07-2022,Тверская область,18+,653,186,30,32
2022.06_18-07-2022,Тверская область,18-59,288,46,7,6
2022.06_18-07-2022,Тверская область,60+,365,140,23,26
2022.06_18-07-2022,Томская область,18+,1077,423,110,68
2022.06_18-07-2022,Томская область,18-59,639,139,25,10
2022.06_18-07-2022,Томская область,60+,438,284,85,58
2022.06_18-07-2022,Тульская область,18+,1388,233,76,39
2022.06_18-07-2022,Тульская область,18-59,856,58,18,9
2022.06_18-07-2022,Тульская область,60+,532,175,58,30
2022.06_18-07-2022,Тюменская область,18+,469,117,25,10
2022.06_18-07-2022,Тюменская область,18-59,265,39,7,3
2022.06_18-07-2022,Тюменская область,60+,204,78,18,7
2022.06_18-07-2022,Удмуртская Республика,18+,513,143,27,8
2022.06_18-07-2022,Удмуртская Республика,18-59,292,44,6,1
2022.06_18-07-2022,Удмуртская Республика,60+,221,99,21,7
2022.06_18-07-2022,Ульяновская область,18+,705,190,30,22
2022.06_18-07-2022,Ульяновская область,18-59,358,74,8,9
2022.06_18-07-2022,Ульяновская область,60+,347,116,22,13
2022.06_18-07-2022,Хабаровский край,18+,686,169,14,7
2022.06_18-07-2022,Хабаровский край,18-59,441,72,7,2
2022.06_18-07-2022,Хабаровский край,60+,245,97,7,5
2022.06_18-07-2022,Ханты-Мансийский автономный округ - Югра,18+,626,112,14,6
2022.06_18-07-2022,Ханты-Мансийский автономный округ - Югра,18-59,454,57,5,1
2022.06_18-07-2022,Ханты-Мансийский автономный округ - Югра,60+,172,55,9,5
2022.06_18-07-2022,Челябинская область,18+,4140,891,116,73
2022.06_18-07-2022,Челябинская область,18-59,2581,313,32,15
2022.06_18-07-2022,Челябинская область,60+,1559,578,84,58
2022.06_18-07-2022,Чеченская Республика,18+,264,16,3,0
2022.06_18-07-2022,Чеченская Республика,18-59,226,10,0,0
2022.06_18-07-2022,Чеченская Республика,60+,38,6,3,0
2022.06_18-07-2022,Чувашская Республика,18+,833,522,85,40
2022.06_18-07-2022,Чувашская Республика,18-59,424,207,22,8
2022.06_18-07-2022,Чувашская Республика,60+,409,315,63,32
2022.06_18-07-2022,Чукотский автономный округ,18+,16,1,0,0
2022.06_18-07-2022,Чукотский автономный округ,18-59,13,0,0,0
2022.06_18-07-2022,Чукотский автономный округ,60+,3,1,0,0
2022.06_18-07-2022,Ямало-Ненецкий автономный округ,18+,185,62,14,1
2022.06_18-07-2022,Ямало-Ненецкий автономный округ,18-59,162,49,7,1
2022.06_18-07-2022,Ямало-Ненецкий автономный округ,60+,23,13,7,0
2022.06_18-07-2022,Ярославская область,18+,1188,187,46,34
2022.06_18-07-2022,Ярославская область,18-59,706,44,9,4
2022.06_18-07-2022,Ярославская область,60+,482,143,37,30
2022.06_18-07-2022,г. Москва,18+,7132,799,659,384
2022.06_18-07-2022,г. Москва,18-59,4408,219,125,57
2022.06_18-07-2022,г. Москва,60+,2724,580,534,327
2022.06_18-07-2022,г. Санкт-Петербург,18+,5144,1716,484,235
2022.06_18-07-2022,г. Санкт-Петербург,18-59,2941,628,101,28
2022.06_18-07-2022,г. Санкт-Петербург,60+,2203,1088,383,207
2022.06_18-07-2022,г. Севастополь,18+,350,110,28,16
2022.06_18-07-2022,г. Севастополь,18-59,178,26,4,1
2022.06_18-07-2022,г. Севастополь,60+,172,84,24,15
2022.07_16-08-2022,Алтайский край,18+,2550,581,145,43
2022.07_16-08-2022,Алтайский край,18-59,1492,205,41,8
2022.07_16-08-2022,Алтайский край,60+,1058,376,104,35
2022.07_16-08-2022,Амурская область,18+,637,92,18,5
2022.07_16-08-2022,Амурская область,18-59,425,49,7,1
2022.07_16-08-2022,Амурская область,60+,212,43,11,4
2022.07_16-08-2022,Архангельская область,18+,2046,496,70,29
2022.07_16-08-2022,Архангельская область,18-59,1285,198,19,5
2022.07_16-08-2022,Архангельская область,60+,761,298,51,24
2022.07_16-08-2022,Астраханская область,18+,5234,806,92,41
2022.07_16-08-2022,Астраханская область,18-59,3372,401,21,7
2022.07_16-08-2022,Астраханская область,60+,1862,405,71,34
2022.07_16-08-2022,Белгородская область,18+,855,95,8,5
2022.07_16-08-2022,Белгородская область,18-59,535,42,2,1
2022.07_16-08-2022,Белгородская область,60+,320,53,6,4
2022.07_16-08-2022,Брянская область,18+,1201,73,10,7
2022.07_16-08-2022,Брянская область,18-59,697,20,1,0
2022.07_16-08-2022,Брянская область,60+,504,53,9,7
2022.07_16-08-2022,Владимирская область,18+,1230,109,13,14
2022.07_16-08-2022,Владимирская область,18-59,752,25,2,1
2022.07_16-08-2022,Владимирская область,60+,478,84,11,13
2022.07_16-08-2022,Волгоградская область,18+,5042,722,135,42
2022.07_16-08-2022,Волгоградская область,18-59,3351,269,40,5
2022.07_16-08-2022,Волгоградская область,60+,1691,453,95,37
2022.07_16-08-2022,Вологодская область,18+,1361,161,32,16
2022.07_16-08-2022,Вологодская область,18-59,912,58,10,5
2022.07_16-08-2022,Вологодская область,60+,449,103,22,11
2022.07_16-08-2022,Воронежская область,18+,3623,403,58,25
2022.07_16-08-2022,Воронежская область,18-59,2378,145,23,5
2022.07_16-08-2022,Воронежская область,60+,1245,258,35,20
2022.07_16-08-2022,Еврейская автономная область,18+,179,77,0,17
2022.07_16-08-2022,Еврейская автономная область,18-59,95,29,0,4
2022.07_16-08-2022,Еврейская автономная область,60+,84,48,0,13
2022.07_16-08-2022,Забайкальский край,18+,480,196,20,5
2022.07_16-08-2022,Забайкальский край,18-59,338,132,14,3
2022.07_16-08-2022,Забайкальский край,60+,142,64,6,2
2022.07_16-08-2022,Ивановская область,18+,1438,123,0,16
2022.07_16-08-2022,Ивановская область,18-59,899,28,0,5
2022.07_16-08-2022,Ивановская область,60+,539,95,0,11
2022.07_16-08-2022,Иркутская область,18+,2622,766,93,17
2022.07_16-08-2022,Иркутская область,18-59,1683,295,31,2
2022.07_16-08-2022,Иркутская область,60+,939,471,62,15
2022.07_16-08-2022,Кабардино-Балкарская Республика,18+,857,65,17,4
2022.07_16-08-2022,Кабардино-Балкарская Республика,18-59,560,39,3,0
2022.07_16-08-2022,Кабардино-Балкарская Республика,60+,297,26,14,4
2022.07_16-08-2022,Калининградская область,18+,1304,234,16,12
2022.07_16-08-2022,Калининградская область,18-59,854,102,2,0
2022.07_16-08-2022,Калининградская область,60+,450,132,14,12
2022.07_16-08-2022,Калужская область,18+,1202,164,28,13
2022.07_16-08-2022,Калужская область,18-59,755,58,4,0
2022.07_16-08-2022,Калужская область,60+,447,106,24,13
2022.07_16-08-2022,Камчатский край,18+,415,85,7,4
2022.07_16-08-2022,Камчатский край,18-59,277,40,1,1
2022.07_16-08-2022,Камчатский край,60+,138,45,6,3
2022.07_16-08-2022,Карачаево-Черкесская Республика,18+,274,24,1,0
2022.07_16-08-2022,Карачаево-Черкесская Республика,18-59,173,12,0,0
2022.07_16-08-2022,Карачаево-Черкесская Республика,60+,101,12,1,0
2022.07_16-08-2022,Кемеровская область,18+,2298,646,104,71
2022.07_16-08-2022,Кемеровская область,18-59,1414,239,26,21
2022.07_16-08-2022,Кемеровская область,60+,884,407,78,50
2022.07_16-08-2022,Кировская область,18+,1778,420,58,43
2022.07_16-08-2022,Кировская область,18-59,1016,117,8,3
2022.07_16-08-2022,Кировская область,60+,762,303,50,40
2022.07_16-08-2022,Костромская область,18+,298,71,13,10
2022.07_16-08-2022,Костромская область,18-59,172,26,1,1
2022.07_16-08-2022,Костромская область,60+,126,45,12,9
2022.07_16-08-2022,Краснодарский край,18+,3582,576,51,29
2022.07_16-08-2022,Краснодарский край,18-59,2264,272,13,7
2022.07_16-08-2022,Краснодарский край,60+,1318,304,38,22
2022.07_16-08-2022,Красноярский край,18+,2636,687,105,51
2022.07_16-08-2022,Красноярский край,18-59,1751,262,35,12
2022.07_16-08-2022,Красноярский край,60+,885,425,70,39
2022.07_16-08-2022,Курганская область,18+,983,86,14,4
2022.07_16-08-2022,Курганская область,18-59,697,23,6,2
2022.07_16-08-2022,Курганская область,60+,286,63,8,2
2022.07_16-08-2022,Курская область,18+,1270,344,77,23
2022.07_16-08-2022,Курская область,18-59,731,104,12,2
2022.07_16-08-2022,Курская область,60+,539,240,65,21
2022.07_16-08-2022,Ленинградская область,18+,3469,157,14,15
2022.07_16-08-2022,Ленинградская область,18-59,2388,48,1,1
2022.07_16-08-2022,Ленинградская область,60+,1081,109,13,14
2022.07_16-08-2022,Липецкая область,18+,1104,208,16,13
2022.07_16-08-2022,Липецкая область,18-59,656,91,6,4
2022.07_16-08-2022,Липецкая область,60+,448,117,10,9
2022.07_16-08-2022,Магаданская область,18+,66,8,1,0
2022.07_16-08-2022,Магаданская область,18-59,50,5,1,0
2022.07_16-08-2022,Магаданская область,60+,16,3,0,0
2022.07_16-08-2022,Московская область,18+,18060,1805,448,176
2022.07_16-08-2022,Московская область,18-59,13064,750,171,36
2022.07_16-08-2022,Московская область,60+,4996,1055,277,140
2022.07_16-08-2022,Мурманская область,18+,416,77,13,2
2022.07_16-08-2022,Мурманская область,18-59,311,33,6,1
2022.07_16-08-2022,Мурманская область,60+,105,44,7,1
2022.07_16-08-2022,Ненецкий автономный округ,18+,44,2,0,0
2022.07_16-08-2022,Ненецкий автономный округ,18-59,33,0,0,0
2022.07_16-08-2022,Ненецкий автономный округ,60+,11,2,0,0
2022.07_16-08-2022,Нижегородская область,18+,2766,623,64,37
2022.07_16-08-2022,Нижегородская область,18-59,1703,226,11,5
2022.07_16-08-2022,Нижегородская область,60+,1063,397,53,32
2022.07_16-08-2022,Новгородская область,18+,934,202,31,19
2022.07_16-08-2022,Новгородская область,18-59,579,93,9,5
2022.07_16-08-2022,Новгородская область,60+,355,109,22,14
2022.07_16-08-2022,Новосибирская область,18+,4112,759,117,39
2022.07_16-08-2022,Новосибирская область,18-59,2615,330,37,11
2022.07_16-08-2022,Новосибирская область,60+,1497,429,80,28
2022.07_16-08-2022,Омская область,18+,2660,950,186,97
2022.07_16-08-2022,Омская область,18-59,1500,385,35,21
2022.07_16-08-2022,Омская область,60+,1160,565,151,76
2022.07_16-08-2022,Оренбургская область,18+,1018,171,31,12
2022.07_16-08-2022,Оренбургская область,18-59,612,64,10,2
2022.07_16-08-2022,Оренбургская область,60+,406,107,21,10
2022.07_16-08-2022,Орловская область,18+,902,210,53,23
2022.07_16-08-2022,Орловская область,18-59,488,55,12,7
2022.07_16-08-2022,Орловская область,60+,414,155,41,16
2022.07_16-08-2022,Пензенская область,18+,1667,450,107,50
2022.07_16-08-2022,Пензенская область,18-59,858,124,20,4
2022.07_16-08-2022,Пензенская область,60+,809,326,87,46
2022.07_16-08-2022,Пермский край,18+,1673,196,18,7
2022.07_16-08-2022,Пермский край,18-59,1136,82,7,4
2022.07_16-08-2022,Пермский край,60+,537,114,11,3
2022.07_16-08-2022,Приморский край,18+,2080,451,71,21
2022.07_16-08-2022,Приморский край,18-59,1330,189,18,6
2022.07_16-08-2022,Приморский край,60+,750,262,53,15
2022.07_16-08-2022,Псковская область,18+,663,157,42,16
2022.07_16-08-2022,Псковская область,18-59,376,43,12,2
2022.07_16-08-2022,Псковская область,60+,287,114,30,14
2022.07_16-08-2022,РФ,18+,203997,26929,5492,2172
2022.07_16-08-2022,РФ,18-59,136434,10695,1561,405
2022.07_16-08-2022,РФ,60+,67563,16234,3931,1767
2022.07_16-08-2022,Республика Адыгея,18+,214,51,5,2
2022.07_16-08-2022,Республика Адыгея,18-59,130,23,2,1
2022.07_16-08-2022,Республика Адыгея,60+,84,28,3,1
2022.07_16-08-2022,Республика Алтай,18+,496,54,1,1
2022.07_16-08-2022,Республика Алтай,18-59,338,28,0,0
2022.07_16-08-2022,Республика Алтай,60+,158,26,1,1
2022.07_16-08-2022,Республика Башкортостан,18+,1439,375,101,28
2022.07_16-08-2022,Республика Башкортостан,18-59,910,169,39,4
2022.07_16-08-2022,Республика Башкортостан,60+,529,206,62,24
2022.07_16-08-2022,Республика Бурятия,18+,719,92,13,3
2022.07_16-08-2022,Республика Бурятия,18-59,477,35,4,0
2022.07_16-08-2022,Республика Бурятия,60+,242,57,9,3
2022.07_16-08-2022,Республика Дагестан,18+,219,34,0,0
2022.07_16-08-2022,Республика Дагестан,18-59,151,18,0,0
2022.07_16-08-2022,Республика Дагестан,60+,68,16,0,0
2022.07_16-08-2022,Республика Ингушетия,18+,102,4,1,0
2022.07_16-08-2022,Республика Ингушетия,18-59,85,3,0,0
2022.07_16-08-2022,Республика Ингушетия,60+,17,1,1,0
2022.07_16-08-2022,Республика Калмыкия,18+,1436,102,11,3
2022.07_16-08-2022,Республика Калмыкия,18-59,891,26,1,0
2022.07_16-08-2022,Республика Калмыкия,60+,545,76,10,3
2022.07_16-08-2022,Республика Карелия,18+,1303,197,22,16
2022.07_16-08-2022,Республика Карелия,18-59,888,66,4,4
2022.07_16-08-2022,Республика Карелия,60+,415,131,18,12
2022.07_16-08-2022,Республика Коми,18+,685,172,44,5
2022.07_16-08-2022,Республика Коми,18-59,505,100,22,1
2022.07_16-08-2022,Республика Коми,60+,180,72,22,4
2022.07_16-08-2022,Республика Крым,18+,1202,308,32,9
2022.07_16-08-2022,Республика Крым,18-59,694,127,11,4
2022.07_16-08-2022,Республика Крым,60+,508,181,21,5
2022.07_16-08-2022,Республика Марий Эл,18+,206,26,5,0
2022.07_16-08-2022,Республика Марий Эл,18-59,116,7,1,0
2022.07_16-08-2022,Республика Марий Эл,60+,90,19,4,0
2022.07_16-08-2022,Республика Мордовия,18+,468,91,16,3
2022.07_16-08-2022,Республика Мордовия,18-59,247,27,8,0
2022.07_16-08-2022,Республика Мордовия,60+,221,64,8,3
2022.07_16-08-2022,Республика Саха (Якутия),18+,3264,528,51,14
2022.07_16-08-2022,Республика Саха (Якутия),18-59,2310,238,17,3
2022.07_16-08-2022,Республика Саха (Якутия),60+,954,290,34,11
2022.07_16-08-2022,Республика Северная Осетия - Алания,18+,383,18,4,3
2022.07_16-08-2022,Республика Северная Осетия - Алания,18-59,260,10,0,0
2022.07_16-08-2022,Республика Северная Осетия - Алания,60+,123,8,4,3
2022.07_16-08-2022,Республика Татарстан,18+,3217,581,38,19
2022.07_16-08-2022,Республика Татарстан,18-59,2242,262,7,3
2022.07_16-08-2022,Республика Татарстан,60+,975,319,31,16
2022.07_16-08-2022,Республика Тыва,18+,97,37,3,0
2022.07_16-08-2022,Республика Тыва,18-59,72,24,0,0
2022.07_16-08-2022,Республика Тыва,60+,25,13,3,0
2022.07_16-08-2022,Республика Хакасия,18+,367,81,8,1
2022.07_16-08-2022,Республика Хакасия,18-59,236,38,3,0
2022.07_16-08-2022,Республика Хакасия,60+,131,43,5,1
2022.07_16-08-2022,Ростовская область,18+,3721,690,159,47
2022.07_16-08-2022,Ростовская область,18-59,2263,242,27,4
2022.07_16-08-2022,Ростовская область,60+,1458,448,132,43
2022.07_16-08-2022,Рязанская область,18+,1595,85,12,6
2022.07_16-08-2022,Рязанская область,18-59,986,28,2,1
2022.07_16-08-2022,Рязанская область,60+,609,57,10,5
2022.07_16-08-2022,Самарская область,18+,3007,547,85,41
2022.07_16-08-2022,Самарская область,18-59,1819,201,27,13
2022.07_16-08-2022,Самарская область,60+,1188,346,58,28
2022.07_16-08-2022,Саратовская область,18+,1744,333,58,32
2022.07_16-08-2022,Саратовская область,18-59,1013,125,21,12
2022.07_16-08-2022,Саратовская область,60+,731,208,37,20
2022.07_16-08-2022,Сахалинская область,18+,215,43,6,0
2022.07_16-08-2022,Сахалинская область,18-59,149,10,1,0
2022.07_16-08-2022,Сахалинская область,60+,66,33,5,0
2022.07_16-08-2022,Свердловская область,18+,4433,745,62,57
2022.07_16-08-2022,Свердловская область,18-59,2937,308,19,11
2022.07_16-08-2022,Свердловская область,60+,1496,437,43,46
