data_point,region,age_group,count_zab,count_hosp,count_severe,count_death
2022.07_16-08-2022,Смоленская область,18+,686,97,17,12
2022.07_16-08-2022,Смоленская область,18-59,419,26,4,2
2022.07_16-08-2022,Смоленская область,60+,267,71,13,10
2022.07_16-08-2022,Ставропольский край,18+,2104,540,37,17
2022.07_16-08-2022,Ставропольский край,18-59,1224,220,7,2
2022.07_16-08-2022,Ставропольский край,60+,880,320,30,15
2022.07_16-08-2022,Тамбовская область,18+,670,133,16,13
2022.07_16-08-2022,Тамбовская область,18-59,394,51,1,1
2022.07_16-08-2022,Тамбовская область,60+,276,82,15,12
2022.07_16-08-2022,Тверская область,18+,1105,114,20,14
2022.07_16-08-2022,Тверская область,18-59,659,30,7,1
2022.07_16-08-2022,Тверская область,60+,446,84,13,13
2022.07_16-08-2022,Томская область,18+,1528,388,104,47
2022.07_16-08-2022,Томская область,18-59,1042,165,28,8
2022.07_16-08-2022,Томская область,60+,486,223,76,39
2022.07_16-08-2022,Тульская область,18+,2185,219,62,29
2022.07_16-08-2022,Тульская область,18-59,1400,67,15,7
2022.07_16-08-2022,Тульская область,60+,785,152,47,22
2022.07_16-08-2022,Тюменская область,18+,1899,152,15,2
2022.07_16-08-2022,Тюменская область,18-59,1329,68,2,0
2022.07_16-08-2022,Тюменская область,60+,570,84,13,2
2022.07_16-08-2022,Удмуртская Республика,18+,940,173,23,5
2022.07_16-08-2022,Удмуртская Республика,18-59,597,50,2,0
2022.07_16-08-2022,Удмуртская Республика,60+,343,123,21,5
2022.07_16-08-2022,Ульяновская область,18+,764,80,6,5
2022.07_16-08-2022,Ульяновская область,18-59,451,31,4,2
2022.07_16-08-2022,Ульяновская область,60+,313,49,2,3
2022.07_16-08-2022,Хабаровский край,18+,454,41,5,3
2022.07_16-08-2022,Хабаровский край,18-59,324,14,1,0
2022.07_16-08-2022,Хабаровский край,60+,130,27,4,3
2022.07_16-08-2022,Ханты-Мансийский автономный округ - Югра,18+,1336,141,4,2
2022.07_16-08-2022,Ханты-Мансийский автономный округ - Югра,18-59,984,60,2,1
2022.07_16-08-2022,Ханты-Мансийский автономный округ - Югра,60+,352,81,2,1
2022.07_16-08-2022,Челябинская область,18+,4407,773,93,53
2022.07_16-08-2022,Челябинская область,18-59,2901,301,31,12
2022.07_16-08-2022,Челябинская область,60+,1506,472,62,41
2022.07_16-08-2022,Чеченская Республика,18+,312,13,1,0
2022.07_16-08-2022,Чеченская Республика,18-59,260,8,0,0
2022.07_16-08-2022,Чеченская Республика,60+,52,5,1,0
2022.07_16-08-2022,Чувашская Республика,18+,1049,404,73,31
2022.07_16-08-2022,Чувашская Республика,18-59,589,171,22,6
2022.07_16-08-2022,Чувашская Республика,60+,460,233,51,25
2022.07_16-08-2022,Чукотский автономный округ,18+,56,10,0,0
2022.07_16-08-2022,Чукотский автономный округ,18-59,45,4,0,0
2022.07_16-08-2022,Чукотский автономный округ,60+,11,6,0,0
2022.07_16-08-2022,Ямало-Ненецкий автономный округ,18+,565,85,8,0
2022.07_16-08-2022,Ямало-Ненецкий автономный округ,18-59,483,61,4,0
2022.07_16-08-2022,Ямало-Ненецкий автономный округ,60+,82,24,4,0
2022.07_16-08-2022,Ярославская область,18+,1332,209,58,33
2022.07_16-08-2022,Ярославская область,18-59,862,73,20,10
2022.07_16-08-2022,Ярославская область,60+,470,136,38,23
2022.07_16-08-2022,г. Москва,18+,46310,1241,1301,365
2022.07_16-08-2022,г. Москва,18-59,33264,466,385,59
2022.07_16-08-2022,г. Москва,60+,13046,775,916,306
2022.07_16-08-2022,г. Санкт-Петербург,18+,18141,2252,487,159
2022.07_16-08-2022,г. Санкт-Петербург,18-59,12575,951,129,21
2022.07_16-08-2022,г. Санкт-Петербург,60+,5566,1301,358,138
2022.07_16-08-2022,г. Севастополь,18+,593,142,28,19
2022.07_16-08-2022,г. Севастополь,18-59,336,55,3,2
2022.07_16-08-2022,г. Севастополь,60+,257,87,25,17
2022.08_16-09-2022.X,Алтайский край,18+,16670,1493,241,84
2022.08_16-09-2022.X,Алтайский край,18-59,10183,478,36,7
2022.08_16-09-2022.X,Алтайский край,60+,6487,1015,205,77
2022.08_16-09-2022.X,Амурская область,18+,4509,397,47,14
2022.08_16-09-2022.X,Амурская область,18-59,2858,172,13,4
2022.08_16-09-2022.X,Амурская область,60+,1651,225,34,10
2022.08_16-09-2022.X,Архангельская область,18+,9844,907,127,76
2022.08_16-09-2022.X,Архангельская область,18-59,6276,283,25,10
2022.08_16-09-2022.X,Архангельская область,60+,3568,624,102,66
2022.08_16-09-2022.X,Астраханская область,18+,12937,1099,126,86
2022.08_16-09-2022.X,Астраханская область,18-59,8135,547,20,8
2022.08_16-09-2022.X,Астраханская область,60+,4802,552,106,78
2022.08_16-09-2022.X,Белгородская область,18+,8075,423,42,20
2022.08_16-09-2022.X,Белгородская область,18-59,5166,138,9,3
2022.08_16-09-2022.X,Белгородская область,60+,2909,285,33,17
2022.08_16-09-2022.X,Брянская область,18+,8051,198,29,18
2022.08_16-09-2022.X,Брянская область,18-59,4809,45,3,1
2022.08_16-09-2022.X,Брянская область,60+,3242,153,26,17
2022.08_16-09-2022.X,Владимирская область,18+,12157,531,43,33
2022.08_16-09-2022.X,Владимирская область,18-59,7812,160,8,3
2022.08_16-09-2022.X,Владимирская область,60+,4345,371,35,30
2022.08_16-09-2022.X,Волгоградская область,18+,21205,1551,171,92
2022.08_16-09-2022.X,Волгоградская область,18-59,13732,511,24,8
2022.08_16-09-2022.X,Волгоградская область,60+,7473,1040,147,84
2022.08_16-09-2022.X,Вологодская область,18+,7197,508,53,33
2022.08_16-09-2022.X,Вологодская область,18-59,4762,190,7,3
2022.08_16-09-2022.X,Вологодская область,60+,2435,318,46,30
2022.08_16-09-2022.X,Воронежская область,18+,19945,1022,100,64
2022.08_16-09-2022.X,Воронежская область,18-59,13019,336,20,10
2022.08_16-09-2022.X,Воронежская область,60+,6926,686,80,54
2022.08_16-09-2022.X,Еврейская автономная область,18+,812,135,0,7
2022.08_16-09-2022.X,Еврейская автономная область,18-59,524,50,0,1
2022.08_16-09-2022.X,Еврейская автономная область,60+,288,85,0,6
2022.08_16-09-2022.X,Забайкальский край,18+,4914,470,29,14
2022.08_16-09-2022.X,Забайкальский край,18-59,3299,231,7,3
2022.08_16-09-2022.X,Забайкальский край,60+,1615,239,22,11
2022.08_16-09-2022.X,Ивановская область,18+,7702,469,5,43
2022.08_16-09-2022.X,Ивановская область,18-59,4488,152,1,7
2022.08_16-09-2022.X,Ивановская область,60+,3214,317,4,36
2022.08_16-09-2022.X,Иркутская область,18+,18986,2121,161,72
2022.08_16-09-2022.X,Иркутская область,18-59,13142,716,41,13
2022.08_16-09-2022.X,Иркутская область,60+,5844,1405,120,59
2022.08_16-09-2022.X,Кабардино-Балкарская Республика,18+,4049,257,45,8
2022.08_16-09-2022.X,Кабардино-Балкарская Республика,18-59,2526,142,14,1
2022.08_16-09-2022.X,Кабардино-Балкарская Республика,60+,1523,115,31,7
2022.08_16-09-2022.X,Калининградская область,18+,6032,816,30,20
2022.08_16-09-2022.X,Калининградская область,18-59,3653,267,4,1
2022.08_16-09-2022.X,Калининградская область,60+,2379,549,26,19
2022.08_16-09-2022.X,Калужская область,18+,6860,514,82,54
2022.08_16-09-2022.X,Калужская область,18-59,4318,132,13,7
2022.08_16-09-2022.X,Калужская область,60+,2542,382,69,47
2022.08_16-09-2022.X,Камчатский край,18+,3244,241,20,17
2022.08_16-09-2022.X,Камчатский край,18-59,2246,83,6,2
2022.08_16-09-2022.X,Камчатский край,60+,998,158,14,15
2022.08_16-09-2022.X,Карачаево-Черкесская Республика,18+,2092,82,3,1
2022.08_16-09-2022.X,Карачаево-Черкесская Республика,18-59,1256,31,0,0
2022.08_16-09-2022.X,Карачаево-Черкесская Республика,60+,836,51,3,1
2022.08_16-09-2022.X,Кемеровская область,18+,16643,1323,146,84
2022.08_16-09-2022.X,Кемеровская область,18-59,11046,465,33,21
2022.08_16-09-2022.X,Кемеровская область,60+,5597,858,113,63
2022.08_16-09-2022.X,Кировская область,18+,7704,888,69,51
2022.08_16-09-2022.X,Кировская область,18-59,4643,289,6,3
2022.08_16-09-2022.X,Кировская область,60+,3061,599,63,48
2022.08_16-09-2022.X,Костромская область,18+,3085,228,17,15
2022.08_16-09-2022.X,Костромская область,18-59,1920,60,2,1
2022.08_16-09-2022.X,Костромская область,60+,1165,168,15,14
2022.08_16-09-2022.X,Краснодарский край,18+,29556,2247,165,100
2022.08_16-09-2022.X,Краснодарский край,18-59,19652,1030,38,10
2022.08_16-09-2022.X,Краснодарский край,60+,9904,1217,127,90
2022.08_16-09-2022.X,Красноярский край,18+,24497,2632,294,157
2022.08_16-09-2022.X,Красноярский край,18-59,16684,887,64,18
2022.08_16-09-2022.X,Красноярский край,60+,7813,1745,230,139
2022.08_16-09-2022.X,Курганская область,18+,3501,249,11,6
2022.08_16-09-2022.X,Курганская область,18-59,2181,89,0,0
2022.08_16-09-2022.X,Курганская область,60+,1320,160,11,6
2022.08_16-09-2022.X,Курская область,18+,8339,802,118,53
2022.08_16-09-2022.X,Курская область,18-59,5121,290,26,8
2022.08_16-09-2022.X,Курская область,60+,3218,512,92,45
2022.08_16-09-2022.X,Ленинградская область,18+,22601,527,37,49
2022.08_16-09-2022.X,Ленинградская область,18-59,15805,196,11,12
2022.08_16-09-2022.X,Ленинградская область,60+,6796,331,26,37
2022.08_16-09-2022.X,Липецкая область,18+,6648,506,49,24
2022.08_16-09-2022.X,Липецкая область,18-59,3987,172,15,2
2022.08_16-09-2022.X,Липецкая область,60+,2661,334,34,22
2022.08_16-09-2022.X,Магаданская область,18+,501,34,4,1
2022.08_16-09-2022.X,Магаданская область,18-59,386,18,0,0
2022.08_16-09-2022.X,Магаданская область,60+,115,16,4,1
2022.08_16-09-2022.X,Московская область,18+,67429,4164,958,330
2022.08_16-09-2022.X,Московская область,18-59,47123,1506,276,46
2022.08_16-09-2022.X,Московская область,60+,20306,2658,682,284
2022.08_16-09-2022.X,Мурманская область,18+,2865,256,34,16
2022.08_16-09-2022.X,Мурманская область,18-59,1981,99,7,0
2022.08_16-09-2022.X,Мурманская область,60+,884,157,27,16
2022.08_16-09-2022.X,Ненецкий автономный округ,18+,205,22,0,0
2022.08_16-09-2022.X,Ненецкий автономный округ,18-59,150,18,0,0
2022.08_16-09-2022.X,Ненецкий автономный округ,60+,55,4,0,0
2022.08_16-09-2022.X,Нижегородская область,18+,24610,1883,96,56
2022.08_16-09-2022.X,Нижегородская область,18-59,16556,695,19,14
